,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
osmid,central city,city,osmname,,surface,osmwikipedia,osmlink,category,lat,lon,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,river,1194.819734,de.wikipedia.org/wiki/St._Bonifatius_(Freckenhorst),http://www.openstreetmap.org/way/88853616,conventual,51.92094504,7.9686068,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,,year,,,,,,820,854,1200,1240,,,,,,,,,,,,,,,
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,,surface,,,,,,0,310,0,640,,,,,,,,,,,,,,,
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,,height,,,,,,8,8,11,11,,,,,,,,,,,,,,,
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
88853616,Osnabrueck (Osnabrück),freckenhorst,Stiftskirche St. Bonifatius,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,river,1205.973167,https://de.wikipedia.org/wiki/St._Marien_(Warendorf),http://www.openstreetmap.org/way/163946255,parish,51.9533733,7.987438351,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,,year,,,,,,1150,1250,,,,,,,,,,,,,,,,,
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,,surface,,,,,,0,310,,,,,,,,,,,,,,,,,
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,,height,,,,,,8,8,,,,,,,,,,,,,,,,,
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
163946255,Osnabrueck (Osnabrück),warendorf,Marienkirche,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,river,1214.581413,https://de.wikipedia.org/wiki/St._Martin_(Sendenhorst),http://www.openstreetmap.org/way/39366894,parish,51.84414889,7.827966984,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,,year,,,,,,1100,1200,,,,,,,,,,,,,,,,,
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,,surface,,,,,,0,640,,,,,,,,,,,,,,,,,
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,,m3,,,,,,,,,,,,,,,,,,,,,,,,
39366894,Osnabrueck (Osnabrück),sendenhorst,St.Martin,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,river,1285.246289,http://pfarreiengemeinschaft-herzlake-dohren.de/?page_id=291,http://www.openstreetmap.org/way/95347255,parish,52.68443677,7.6029509,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,,year,,,,,,1150,1250,1450,1550,,,,,,,,,,,,,,,
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,,surface,,,,,,0,640,,660,,,,,,,,,,,,,,,
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,,height,,,,,,11,11,16,16,,,,,,,,,,,,,,,
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,,m3,,,,,,,,,,,,,,,,,,,,,,,,
95347255,Osnabrueck (Osnabrück),herzlake,St. Nikolaus,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,land,1313.718721,https://de.wikipedia.org/wiki/St._Catharina_(Dinklage),http://www.openstreetmap.org/way/242251052,parish,52.66063186,8.123646498,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,,year,,,,,,1300,1349,,,,,,,,,,,,,,,,,
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,,surface,,,,,,0,200,,,,,,,,,,,,,,,,,
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,,height,,,,,,6,6,,,,,,,,,,,,,,,,,
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,,m3,,,,,,,,,,,,,,,,,,,,,,,,
242251052,Osnabrueck (Osnabrück),dinklage,Sankt Catharina,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,land,1341.256594,https://de.wikipedia.org/wiki/St._Gertrud_(Lohne),http://www.openstreetmap.org/way/186500393,parish,52.66531618,8.23755473,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,,year,,,,,,852,850,1000,1100,1300,1500,,,,,,,,,,,,,
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,,surface,,,,,,0,80,0,150,0,690,,,,,,,,,,,,,
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,,height,,,,,,4,4,6,6,12,12,,,,,,,,,,,,,
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,,m3,,,,,,,,,,,,,,,,,,,,,,,,
186500393,Osnabrueck (Osnabrück),lohne oldenburg),Katholische Pfarrkirche St. Gertrud,,guestimate,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,river,1380.46024,https://de.wikipedia.org/wiki/St._Laurentius_(Warendorf),http://www.openstreetmap.org/way/27074806,parish,51.95252217,7.991697095,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,,year,,,,,,800,900,1100,1200,1420,1450,,,,,,,,,,,,,
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,,surface,,,,,,0,390,0,740,0,1400,,,,,,,,,,,,,
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,,height,,,,,,9,9,12,12,19,19,,,,,,,,,,,,,
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
27074806,Osnabrueck (Osnabrück),warendorf,St. Laurentius,,guestimate,,,,,,1,1,1,1,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,land,1383.246877,https://de.wikipedia.org/wiki/St._Viktor_(Damme),http://www.openstreetmap.org/way/277024895,parish,52.52097771,8.197845638,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,,year,,,,,,1200,1300,1435,1501,,,,,,,,,,,,,,,
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,,surface,,,,,,0,740,0,1400,,,,,,,,,,,,,,,
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,,height,,,,,,12,12,19,19,,,,,,,,,,,,,,,
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,,m3,,,,,,,,,,,,,,,,,,,,,,,,
277024895,Osnabrueck (Osnabrück),damme,St. Viktor,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,river,1425.43664,de.wikipedia.org/wiki/St.-Aegidius-Kirche_(Wiedenbrück),http://www.openstreetmap.org/way/26351459,,51.83510906,8.310816208,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,,year,,,,,,800,900,1000,1200,,,,,,,,,,,,,,,
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,,surface,,,,,,0,390,0,740,,,,,,,,,,,,,,,
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,,height,,,,,,9,9,12,12,,,,,,,,,,,,,,,
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
26351459,Osnabrueck (Osnabrück),wiedenbrueck,St. Aegidius,,guestimate,,,,,,1,1,1,1, ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,river,1494.282683,https://de.wikipedia.org/wiki/St._Ambrosius_(Ostbevern),http://www.openstreetmap.org/way/112510305,parish,52.03628709,7.839121212,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,,year,,,,,,1100,1200,,,,,,,,,,,,,,,,,
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,,surface,,,,,,0,530,,,,,,,,,,,,,,,,,
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,,height,,,,,,10,10,,,,,,,,,,,,,,,,,
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
112510305,Osnabrueck (Osnabrück),ostbevern,St. Ambrosius,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,river,1525.019783,de.wikipedia.org/wiki/St._Martinus_(Greven),http://www.openstreetmap.org/way/27190126,parish,52.09261292,7.611624768,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,,year,,,,,,800,900,1000,1100,1300,1400,,,,,,,,,,,,,
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,,surface,,,,,,0,220,0,420,0,800,,,,,,,,,,,,,
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,,height,,,,,,7,7,9,9,13,13,,,,,,,,,,,,,
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
27190126,Osnabrueck (Osnabrück),greven,Martinikirche,,guestimate,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,river,1533.514019,de.wikipedia.org/wiki/Kloster_Rulle,http://www.openstreetmap.org/way/117634418,conventual,52.33575575,8.053755449,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,,year,,,,,,1246,1300,,,,,,,,,,,,,,,,,
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,,surface,,,,,,0,800,,,,,,,,,,,,,,,,,
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,,height,,,,,,13,13,,,,,,,,,,,,,,,,,
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,,m3,,,,,,,,,,,,,,,,,,,,,,,,
117634418,Osnabrueck (Osnabrück),rulle,St. Johannes Rulle,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,river,1566.52353,http://www.heimatbund-emsdetten.de/2_4%20Pankratius.htm,http://www.openstreetmap.org/way/48560915,parish,52.17478044,7.528953243,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,,year,,,,,,750,800,1000,1100,1170,1250,,,,,,,,,,,,,
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,,surface,,,,,,0,130,0,240,0,450,,,,,,,,,,,,,
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,,height,,,,,,5,5,7,7,10,10,,,,,,,,,,,,,
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,,m3,,,,,,,,,,,,,,,,,,,,,,,,
48560915,Osnabrueck (Osnabrück),emsdetten,St. Pankratius,,guestimate,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,river,1881.720576,https://de.wikipedia.org/wiki/St._Matth%C3%A4us_(Melle),http://www.openstreetmap.org/way/189125466,parish,52.20241098,8.336980458,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,,year,,,,,,1200,1213,1350,1450,,,,,,,,,,,,,,,
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,,surface,,,,,,0,400,,100,,,,,,,,,,,,,,,
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,,height,,,,,,10,10,10,10,,,,,,,,,,,,,,,
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,,m3,,,,,,,,,,,,,,,,,,,,,,,,
189125466,Osnabrueck (Osnabrück),melle,Sankt-Matthäus-Kirche,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,river,1926.985599,https://de.wikipedia.org/wiki/Artl%C3%A4nder_Dom,http://www.openstreetmap.org/way/315839065,parish,52.54273016,7.869781493,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,,year,,,,,,800,900,1000,1100,1200,1400,,,,,,,,,,,,,
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,,surface,,,,,,0,280,0,530,0,1000,,,,,,,,,,,,,
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,,height,,,,,,8,8,10,10,14,14,,,,,,,,,,,,,
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,,m3,,,,,,,,,,,,,,,,,,,,,,,,
315839065,Osnabrueck (Osnabrück),ankum,Artländer Dom St. Nikolaus,,guestimate,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,land,2086.620325,https://de.wikipedia.org/wiki/Stift_Borghorst,http://www.openstreetmap.org/way/186261453,conventual,52.12649438,7.398084071,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,,year,,,,,,968,1000,1200,1500,,,,,,,,,,,,,,,
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,,surface,,,,,,0,240,0,450,,,,,,,,,,,,,,,
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,,height,,,,,,7,7,10,10,,,,,,,,,,,,,,,
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,,m3,,,,,,,,,,,,,,,,,,,,,,,,
186261453,Osnabrueck (Osnabrück),steinfort,St. Nikomedes,,guestimate,,,,,,1,1,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,land,1021.455188,"https://en.wikipedia.org/wiki/St_Peter's_Church,_Walpole_St_Peter",http://www.openstreetmap.org/way/359374829,parish,52.72872405,0.223051110523644,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,,year,,,,,,1200,1300,1400,1500,,,,,,,,,,,,,,,
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,,surface,,,,,,0,100,,900,,,,,,,,,,,,,,,
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,,height,,,,,,14,14,14,14,,,,,,,,,,,,,,,
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,,m3,,,,,,,,,,,,,,,,,,,,,,,,
359374829,Peterborough (Medeshamstede),walpole,Saint Peter,,guestimate,,,,,,1,1,0,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,land,1026.861111,https://en.wikipedia.org/wiki/Terrington_St_Clement,http://www.openstreetmap.org/way/254496627,parish,52.75928698,0.298575938951608,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,,year,,,,,,1300,1400,,,,,,,,,,,,,,,,,
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,,surface,,,,,,0,1000,,,,,,,,,,,,,,,,,
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,,height,,,,,,14,14,,,,,,,,,,,,,,,,,
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,,m3,,,,,,,,,,,,,,,,,,,,,,,,
254496627,Peterborough (Medeshamstede),terrington st clement,terrington st clement parish church,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,river,1124.357172,http://www.lincstothepast.com/St-Mary-s-Church--Pinchbeck/225132.record?pt=S,http://www.openstreetmap.org/way/342937183,,52.81361834,-0.158627480276311,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,,year,,,,,,800,900,1100,1200,1300,1400,,,,,,,,,,,,,
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,,surface,,,,,,0,230,0,400,,130,,,,,,,,,,,,,
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,,height,,,,,,7,7,10,10,10,10,,,,,,,,,,,,,
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,,m3,,,,,,,,,,,,,,,,,,,,,,,,
342937183,Peterborough (Medeshamstede),pinchbeck,st mary,,guestimate,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,river,1187.786437,"https://en.wikipedia.org/wiki/St_Mary's_Church,_Melton_Mowbray",http://www.openstreetmap.org/way/73451393,parish,52.76360608,-0.885919735986093,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,,year,,,,,,800,900,1170,1300,1301,1500,,,,,,,,,,,,,
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,,surface,,,,,,0,280,0,530,,670,,,,,,,,,,,,,
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,,height,,,,,,8,8,16,16,16,16,,,,,,,,,,,,,
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,,m3,,,,,,,,,,,,,,,,,,,,,,,,
73451393,Peterborough (Medeshamstede),melton mowbray,Saint Marys,,guestimate,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,river,1222.891315,"https://en.wikipedia.org/wiki/St_Denys'_Church,_Sleaford",http://www.openstreetmap.org/way/143418080,parish,52.99970169,-0.408857410729589,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,,year,,,,,,1100,1400,,,,,,,,,,,,,,,,,
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,,surface,,,,,,0,640,,,,,,,,,,,,,,,,,
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,,height,,,,,,11,11,,,,,,,,,,,,,,,,,
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,,m3,,,,,,,,,,,,,,,,,,,,,,,,
143418080,Peterborough (Medeshamstede),sleaford,Saint Deny's,,guestimate,,,,,,1,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,river,1224.728557,https://en.wikipedia.org/wiki/Parish_Church_of_St_Peter_and_St_Paul,http://www.openstreetmap.org/way/359396890,parish,52.66400739,0.161921194799917,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,,year,,,,,,1100,1200,,,,,,,,,,,,,,,,,
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,,surface,,,,,,0,1200,,,,,,,,,,,,,,,,,
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,,height,,,,,,16,16,,,,,,,,,,,,,,,,,
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,,m3,,,,,,,,,,,,,,,,,,,,,,,,
359396890,Peterborough (Medeshamstede),wisbech,St Peter & St Paul,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114473330,Peterborough (Medeshamstede),bedford,St Paul's,river,1311.323643,"https://en.wikipedia.org/wiki/St_Paul's_Church,_Bedford",http://www.openstreetmap.org/way/114473330,other,52.13545851,-0.467496035247571,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
114473330,Peterborough (Medeshamstede),bedford,St Paul's,,year,,,,,,780,800,1010,1020,1220,1300,1301,1500,,,,,,,,,,,
114473330,Peterborough (Medeshamstede),bedford,St Paul's,,surface,,,,,,0,220,0,420,0,800,,500,,,,,,,,,,,
114473330,Peterborough (Medeshamstede),bedford,St Paul's,,height,,,,,,7,7,9,9,16,16,16,16,,,,,,,,,,,
114473330,Peterborough (Medeshamstede),bedford,St Paul's,,m3,,,,,,,,,,,,,,,,,,,,,,,,
114473330,Peterborough (Medeshamstede),bedford,St Paul's,,guestimate,,,,,,1,1,1,1,0,0,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,river,1955.268383,"https://en.wikipedia.org/wiki/St_Wulfram's_Church,_Grantham",http://www.openstreetmap.org/way/128994102,parish,52.91493633,-0.640831589051891,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,,year,,,,,,800,900,1080,1100,1250,1300,1450,1480,,,,,,,,,,,
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,,surface,,,,,,0,230,0,530,0,1000,,500,,,,,,,,,,,
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,,height,,,,,,7,7,10,10,14,14,20,20,,,,,,,,,,,
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,,m3,,,,,,,,,,,,,,,,,,,,,,,,
128994102,Peterborough (Medeshamstede),grantham,St Wulfram's Church,,guestimate,,,,,,1,1,1,1,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,river,1036.008485,https://www.bastidecocagne-tarn.com/decouvrir/l-%C3%A9glise/,http://www.openstreetmap.org/way/63893902,parish,43.77498162,1.686543235,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,,year,,,,,,1350,1400,,,,,,,,,,,,,,,,,
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,,surface,,,,,,0,1000,,,,,,,,,,,,,,,,,
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,,height,,,,,,14,14,,,,,,,,,,,,,,,,,
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,,m3,,,,,,,,,,,,,,,,,,,,,,,,
63893902,Toulouse,saint sulpice la pointe,Église Saint-Sulpice,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108971960,Toulouse,carbonne,Église Saint-Laurent,river,1070.470582,https://fr.wikipedia.org/wiki/Carbonne#Lieux_et_monuments,http://www.openstreetmap.org/way/108971960,parish,43.29070005,1.227369222,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
108971960,Toulouse,carbonne,Église Saint-Laurent,,year,,,,,,1250,1350,,,,,,,,,,,,,,,,,
108971960,Toulouse,carbonne,Église Saint-Laurent,,surface,,,,,,0,1100,,,,,,,,,,,,,,,,,
108971960,Toulouse,carbonne,Église Saint-Laurent,,height,,,,,,15,15,,,,,,,,,,,,,,,,,
108971960,Toulouse,carbonne,Église Saint-Laurent,,m3,,,,,,,,,,,,,,,,,,,,,,,,
108971960,Toulouse,carbonne,Église Saint-Laurent,,guestimate,,,,,,0,0,,,,,,,,,,,,,,,,,
,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,river,1076.267619,http://www.volvestre-patrimoine.info/index.php?option=com_content&task=view&id=96&Itemid=31,http://www.openstreetmap.org/way/116705769,other,43.32799331,1.320660628,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,,year,,,,,,1100,1200,1450,1500,1501,1540,,,,,,,,,,,,,
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,,surface,,,,,,0,530,0,1000,,100,,,,,,,,,,,,,
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,,height,,,,,,10,10,15,15,15,15,,,,,,,,,,,,,
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,,m3,,,,,,,,,,,,,,,,,,,,,,,,
116705769,Toulouse,saint-sulpice-sur-leze,Église Saint-Sulpice,,guestimate,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,land,1088.702656,fr.wikipedia.org/wiki/Église_Saint-Félix_de_Saint-Félix-Lauragais,http://www.openstreetmap.org/way/129762441,other,43.44895237,1.886547403,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,,year,,,,,,1303,1350,,,,,,,,,,,,,,,,,
129762441,Toulouse,Saint-Félix-Lauragais,Collégiale,,surface,,,,,,0,1100,,,,,,,,,,,,,,,,,
